,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
7472,142022637.0,Monday,No,2014-08-25T00:44:00.000,Argue,"[-71.089285, 42.279236]",Point,Argue,8,DVIP,0,B3,Last,No,NORFOLK ST,Part three,Unarmed,767313.4676,,2927048.778,2014
10235,142022936.0,Monday,No,2014-08-25T21:40:00.000,Argue,"[-71.085298, 42.329524]",Point,Argue,8,DVIP,0,B2,First,No,ROXBURY ST,Part three,Unarmed,768303.1628,,2945379.693,2014
47962,142022617.0,Monday,No,2014-08-25T01:00:00.000,Argue,"[-71.14616, 42.355401]",Point,Argue,8,IVPER,0,D14,Last,No,LIFE ST,Part three,Unarmed,751807.0543,N BEACON ST,2954735.6789999995,2014
53886,142022624.0,Monday,No,2014-08-25T00:30:00.000,Argue,"[-71.051098, 42.29334]",Point,Argue,8,DVIP,0,C11,Last,No,NEPONSET AV,Part three,Unarmed,777620.3758,,2932240.245,2014
55815,142022697.0,Monday,No,2014-08-25T11:08:00.000,Argue,"[-71.112267, 42.280521]",Point,Argue,8,AB,0,E18,Day,No,MT HOPE ST,Part three,Unarmed,761092.0401,,2927487.765,2014
69168,142022724.0,Monday,No,2014-08-25T10:00:00.000,Argue,"[-71.0719, 42.293541]",Point,Argue,8,ADMRPT,0,C11,Day,No,WASHINGTON ST,Part three,Unarmed,771991.9497,,2932284.853,2014
101389,142022962.0,Monday,No,2014-08-25T23:00:00.000,Argue,"[-71.098745, 42.346986]",Point,Argue,8,DVIP,0,D4,First,No,BROOKLINE AV,Part three,Unarmed,764637.301,,2951725.817,2014
110997,142022641.0,Monday,No,2014-08-25T00:20:00.000,Argue,"[-71.128205, 42.353121]",Point,Argue,8,UNK,0,D14,Last,No,CHESTER ST,Part three,Unarmed,756663.7441,,2953925.445,2014
149030,142022614.0,Monday,No,2014-08-25T12:15:00.000,Argue,"[-71.054175, 42.296366]",Point,Argue,8,IVPER,0,C11,Day,No,MANLEY ST,Part three,Unarmed,776782.0162,,2933338.869,2014
160833,142022845.0,Monday,No,2014-08-25T16:45:00.000,Argue,"[-71.07547, 42.346214]",Point,Argue,8,IVPER,0,D4,First,No,DARTMOUTH ST,Part three,Unarmed,770930.358,,2951474.633,2014
204470,142022931.0,Monday,No,2014-08-25T21:29:00.000,Argue,"[-71.06575, 42.325491]",Point,Argue,8,SS,0,C6,First,No,MASSACHUSETTS AV,Part three,Unarmed,773596.582,,2943936.3439999996,2014
213143,142022776.0,Monday,No,2014-08-25T14:00:00.000,Argue,"[-71.124655, 42.240391]",Point,Argue,8,NIDV,0,E18,Day,No,CRANMORE RD,Part three,Unarmed,757804.0847,,2912849.0439999998,2014
