,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
16917,,Thursday,No,2015-06-18T20:40:00.000,Property Lost,"[0, 0]",Point,PropLost,6,PROP,494,E18,,No,METROPOLITAN AVE,Part Three,None,,RIVER ST,,2015
92176,,Thursday,No,2015-06-18T00:00:00.000,Property Lost,"[-71.125702, 42.351071]",Point,PropLost,6,,796,D14,,No,COMMONWEALTH AVE,Part Three,None,757344.0,,2950000.0,2015
95846,,Thursday,No,2015-06-18T00:00:00.000,Property Lost,"[-71.054951, 42.363862]",Point,PropLost,6,,84,A1,,No,PARMENTER ST,Part Three,None,776444.0,,2960000.0,2015
96798,,Thursday,No,2015-06-18T00:00:00.000,Property Lost,"[-71.074128, 42.350959]",Point,PropLost,6,PROP,129,D4,,No,BOYLSTON ST,Part Three,None,771285.0,,2950000.0,2015
132419,,Thursday,No,2015-06-18T00:00:00.000,Property Lost,"[-71.15933, 42.34693]",Point,PropLost,6,,762,D14,,No,ROGERS PARK AVE,Part Three,None,748260.0,,2950000.0,2015
163153,,Thursday,No,2015-06-18T00:00:00.000,Property Lost,"[-71.087454, 42.333382]",Point,PropLost,6,PROP,909,B2,,No,CABOT ST,Part Three,None,767713.0,,2950000.0,2015
164241,,Thursday,No,2015-06-18T00:00:00.000,Property Lost,"[-71.07082, 42.361928]",Point,PropLost,6,PROP,64,A1,,No,CHARLES ST,Part Three,None,772159.0,,2960000.0,2015
172439,,Thursday,No,2015-06-18T00:00:00.000,Property Lost,"[-71.076791, 42.344527]",Point,PropLost,6,PROP,150,D4,,No,COLUMBUS AVE,Part Three,None,770576.0,,2950000.0,2015
177252,,Thursday,No,2015-06-18T17:00:00.000,Property Lost,"[0, 0]",Point,PropLost,6,PROP,309,B2,,No,MARTIN LUTHER KING JR BLVD,Part Three,None,,,,2015
207110,,Thursday,No,2015-06-18T12:00:00.000,Property Lost,"[0, 0]",Point,PropLost,6,PROP,82,A1,,No,COMMERCIAL ST,Part Three,None,,,,2015
225948,,Thursday,No,2015-06-18T00:00:00.000,Property Lost,"[-71.07197, 42.354457]",Point,PropLost,6,PROP,132,D4,,No,ARLINGTON ST,Part Three,None,771862.0,,2950000.0,2015
226764,,Thursday,No,2015-06-18T00:00:00.000,Property Lost,"[-71.120623, 42.293487]",Point,PropLost,6,PROP,941,E5,,No,WASHINGTON ST,Part Three,None,758810.0,,2930000.0,2015
