,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
187861,120508182.0,Wednesday,No,2012-08-15T19:49:00.000,FIRE,"[-71.06317, 42.379201]",Point,FIRE,8,REQP  ,45,A15,First,No,BUNKER HILL ST,Part Three,Unarmed,774194.0169,MYSTIC ST,2963512.845,2012
229470,120506712.0,Wednesday,No,2012-08-15T07:42:00.000,FIRE,"[-71.070345, 42.350026]",Point,FIRE,8,FV    ,128,D4,Day,No,STUART ST,Part Three,Unarmed,772308.9743,,2952871.0439999998,2012
